created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jun 20 23:49:41 +0000 2023;1671304344216694786;"@NasiAking234 @elisa_jkt Lah bukannya Jaklingko dulu perubahan dari OK Otrip setelah Bang Sandi ga jadi Wagub? Inisiasi awal OK Otrip kan?";0;1;0;0;in;226215210;1671106895627841538;nunu_29;https://twitter.com/nunu_29/status/1671304344216694786
Tue Jun 20 23:37:55 +0000 2023;1671301381721042944;"@PT_Transjakarta kalo mau rekrut driver jaklingko yang bener dong 80% pelayanan ke customer gaada ramah nya malah songong banget -_-";0;1;0;1;in;124621889;1671301381721042944;Neggy___;https://twitter.com/Neggy___/status/1671301381721042944
Tue Jun 20 23:20:25 +0000 2023;1671296979182424066;"Capek lari-lari ngejar jaklingko";0;1;0;0;in;882214624468193281;1671296979182424066;emeurveiller;https://twitter.com/emeurveiller/status/1671296979182424066
Tue Jun 20 22:44:20 +0000 2023;1671287897004335104;"@elisa_jkt DP Rp 0 tuh bukannya Samawa ya nama programnya, JakHabitat lebih ke hunian yg berbasis TOD kan ya.  Btw soal JakLingko di angkot Mikrotrans juga udah diilangin logonya yg biasa di bagian pintu depan diganti logo Transjakarta 😂";0;0;0;0;in;792281264;1671106895627841538;dikostan;https://twitter.com/dikostan/status/1671287897004335104
Tue Jun 20 19:11:00 +0000 2023;1671234212714905601;"Kartu Flazz Jaklingko masih ada jual di vending machine @PT_Transjakarta ?";0;2;0;0;in;210716729;1671234212714905601;FachryMyID;https://twitter.com/FachryMyID/status/1671234212714905601
Tue Jun 20 17:03:13 +0000 2023;1671202053006438401;"@elisa_jkt @NasiAking234 produk gacoan soalnya ini, ngeganti jaklingko bisa kena babat";0;0;0;0;in;1312943659654868992;1671106895627841538;polkimun;https://twitter.com/polkimun/status/1671202053006438401
Tue Jun 20 17:00:00 +0000 2023;1671201242713051136;"@millkcarrot apa gada angkot jurusan jakarta singapur biar bs pk jaklingko";0;0;0;0;in;1602257313666306048;1671197862196301825;ikeumeong;https://twitter.com/ikeumeong/status/1671201242713051136
Tue Jun 20 16:24:23 +0000 2023;1671192278319382528;"@ryenapha @EkoTamba @PT_Transjakarta Biasanya mesin yg jadul ga support emoney, ada jg yg baru yg ga support karena error..   Keduanya jika memang terkendala, kita tap pake kartu emoney terbitan bank mandiri baik yg berlogo jaklingko maupun tidak. Maka sama2 tidak akan terbaca... Itu yg disebut masalah TOB.";0;1;0;1;in;70118484;1668107986596687873;diiizan;https://twitter.com/diiizan/status/1671192278319382528
Tue Jun 20 16:13:04 +0000 2023;1671189431280340993;"@DKIJakarta target selanjutnya JakLingko ya 😅 nanti namanya di ganti jadi "jaringan jalan kendaraan" di singkat jadi JAJARAN 🤣";0;0;0;2;in;1656129140591046657;1671104016955351040;celanajoger2325;https://twitter.com/celanajoger2325/status/1671189431280340993
Tue Jun 20 16:10:16 +0000 2023;1671188728025591813;"@elisa_jkt target selanjutnya : JakLingko jadi rute terpadu masyarakat 😁";0;0;0;0;in;1656129140591046657;1671106895627841538;celanajoger2325;https://twitter.com/celanajoger2325/status/1671188728025591813
Tue Jun 20 15:11:56 +0000 2023;1671174047248572416;"Yh tp enih gbs buat jaklingko 💔 sedih";0;0;0;0;in;1495991020693057537;1671174047248572416;victoriousoul;https://twitter.com/victoriousoul/status/1671174047248572416
Tue Jun 20 15:11:28 +0000 2023;1671173930785157120;"@cloudyvity_ Hai kak, Untuk pembelian kartu Jaklingko  dapat dilakukan di halte Transjakarta yang sudah tersedia Vending machine. Berikut lokasi vending machine yang tersedia di halte Transjakarta.  https://t.co/Y7csPgjQAD. Terima kasih ^DPS";0;0;0;0;in;104556071;1671114799223296000;PT_Transjakarta;https://twitter.com/PT_Transjakarta/status/1671173930785157120
Tue Jun 20 15:07:46 +0000 2023;1671172999343652865;"@azkyna_ Hai Kak. Mohon maaf atas kendala yang dialami, mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi : 📱 (Whatsapp) : 0812-6000-1440 ☎️ (Phone) : 021-29223034 📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^DPS";0;0;0;0;in;104556071;1671114316509245441;PT_Transjakarta;https://twitter.com/PT_Transjakarta/status/1671172999343652865
Tue Jun 20 14:54:09 +0000 2023;1671169572161060865;"@DukuhAtasBNI @aarmdhnn @eevchenko @elisa_jkt @NasiAking234 Dapet info dari supir jaklingko kalo dibulan agustus logonya bakal diganti";0;0;1;1;in;1047393859536220160;1671106895627841538;ErstiR;https://twitter.com/ErstiR/status/1671169572161060865
