created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Jun 10 23:53:08 +0000 2023;1667681332850487296;"@simpatisanPKS @KompasTV Maaf mbak, di stasiun Tanah Abang jaklingko pada ngetem 🙄";0;0;0;5;in;148333369;1667471302649839617;Rzamotovlog;https://twitter.com/Rzamotovlog/status/1667681332850487296
Sat Jun 10 23:33:07 +0000 2023;1667676295793377280;"Ternyata tarif integrasi jaklingko emang bikin murah wkwk. Yang atas itu tarif MRT dari Bundaran HI ke Blok M. Padahal seharusnya bayar 8.000 tapi karena sebelumnya pake TJ jadi bayarnya cuma 2.250 😭 https://t.co/tSbEMGvzfN";0;0;0;0;in;238951238;1667676295793377280;neverfalters;https://twitter.com/neverfalters/status/1667676295793377280
Sat Jun 10 23:31:21 +0000 2023;1667675850953596930;"@GoToJATIASIH Pagi Kak. Pembayaran pada halte-halte Transjakarta selain dengan menggunakan kartu flazz, emoney, brizzi, tapcash, jakcard, kartu berlogo Jak Lingko bisa juga menggunakan Tiket QR (aplikasi Tije) dan aplikasi JakLingko. Terima kasih ^YMW";0;0;1;1;in;104556071;1667470630290354176;PT_Transjakarta;https://twitter.com/PT_Transjakarta/status/1667675850953596930
Sat Jun 10 23:23:15 +0000 2023;1667673811590971392;"@PT_Transjakarta Untuk pembelian tiket masuk busway apakah bisa dibeli di aplikasi JakLingko..?";0;1;0;0;in;1010167496;1667470630290354176;GoToJATIASIH;https://twitter.com/GoToJATIASIH/status/1667673811590971392
Sat Jun 10 21:59:07 +0000 2023;1667652642007560193;"@KompasTV jujur, program transum nya anies bagus bgt, gue ketolong jaklingko nya (dulu oke oce) angkot gratis tanpa ngetem keliling jakarta dari lenteng, andara, sampe cilandak gratis 😆😆😆";0;0;0;0;in;628528352;1667471302649839617;kaga_ade;https://twitter.com/kaga_ade/status/1667652642007560193
Sat Jun 10 20:39:45 +0000 2023;1667632667008053248;"@Melodiez_Merry @simpatisanPKS @KompasTV Kalo bkn jaklingko, iya masih ngetem. Yg jaklingko mh aman gada ngetem2an.";0;0;0;3;in;1559122041839976448;1667471302649839617;kalotwdiem;https://twitter.com/kalotwdiem/status/1667632667008053248
Sat Jun 10 18:46:00 +0000 2023;1667604042204475393;"Kenalan sama Aplikasi JakLingko yukk.. 🤗 Aplikasi Jaklingko dapat membantu pelanggan dalam menggunakan semua moda transportasi public yang di DKI Jakarta dan sekitarnya lohh!! 👇👇👇 #BersamaJakLingko https://t.co/HrI68tTnSV";0;1;0;2;in;1646449932898033669;1667604042204475393;SamaJaklingko;https://twitter.com/SamaJaklingko/status/1667604042204475393
Sat Jun 10 18:14:48 +0000 2023;1667596188626075648;"Tahukah kalian saat menggunakan fasilitas transportasi JakLingko wajib tap in dan tap out? Kira-kira kenapa ya?? 🤔  #BersamaJakLingko";0;1;0;2;in;1646449932898033669;1667596188626075648;SamaJaklingko;https://twitter.com/SamaJaklingko/status/1667596188626075648
Sat Jun 10 18:05:36 +0000 2023;1667593873902948353;"gatau jurin org mana tapi dikit2 makan di foya ngopi di mbloc suka thrifting sm koleksi casette tape pokoknya cewe half downtown aaesthetic abieesssz (setengah aja soalnya kemana2 masih suka pake mrt) ((real downtown girl ride krl tj jaklingko only)) https://t.co/qXnabMyHOz";0;1;0;0;in;740801840112140288;1667592756116746240;solsteil;https://twitter.com/solsteil/status/1667593873902948353
Sat Jun 10 17:25:58 +0000 2023;1667583900774969344;"@skedush_ @adriansyahyasin Ada angkot jaklingko";0;1;0;0;in;1081402915187654657;1667479348172181505;tigapuluh95;https://twitter.com/tigapuluh95/status/1667583900774969344
