created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed May 24 22:51:49 +0000 2023;1661505310295748613;"@deadwood767 @tonistar15 @xaveroz85325 @aniesbaswedan @PKSejahtera Jaklingko ?? 100% GRATIS, TRANSJAKARTA DOUBLE DECK ITU GRATIS .... KOK ISO NGOMONG GITU TO LE 😭🤌";0;1;0;0;in;1244673152166182912;1660164291750928394;tukangtwittter;https://twitter.com/tukangtwittter/status/1661505310295748613
Wed May 24 21:27:44 +0000 2023;1661484147536437248;"@agussantosas23 @AT_AbdillahToha @YouTube Btw, ente orang Jakarta ? Klau orang Jakarta udah gak ngeributin kerja Anies, contoh : - Warga kampung Aquarium sudah nyaman setelah digusur paksa. - Jaklingko, memudahkan warga kesana kemari &amp  turut mengurangi kemacetan dari angkot yg hobi ngetem dengan merangkul drivernya.";0;1;0;9;in;955146263833423872;1661330989120118784;OjoKhilaf;https://twitter.com/OjoKhilaf/status/1661484147536437248
Wed May 24 20:08:48 +0000 2023;1661464286055792641;"@NasDem @aniesbaswedan Nasdem please jangan lagi bela anies dgn cara gak masuk akal. Kerja senyap bohong krn anies gak bisa kerja. Jaklingko bukan punya anies.hanya nama yg diganti. Yg bisa kerja ahok. Cuma ahok gak bisa untungkan nasdem. Itu saja.";0;0;0;1;in;2373724154;1661360032259411969;yudiwijayaa;https://twitter.com/yudiwijayaa/status/1661464286055792641
Wed May 24 17:13:37 +0000 2023;1661420196048027651;"@jalur5_ @PT_Transjakarta konon katanya ada netizen yg minta angkot Jaklingko jadi berbayar. katanya, biar pelayanannya lebih bagus lagi.  🤦‍♂️🤦‍♂️";0;0;0;0;in;2313823190;1661332459966038016;yoCans13;https://twitter.com/yoCans13/status/1661420196048027651
Wed May 24 16:41:19 +0000 2023;1661412069403664384;"@NasDem @aniesbaswedan Ilustrasi sederhana. Seorang biasa pergi ke pasar tiap hari dgn angkot. Tiap hr PP setidaknya 10rb. Sebulan habis 300rb. Dgn JakLingko, 300rb td bs utk beli susu anaknya. Keberpihakan terhadap rakyat kecil. 😁";0;0;0;0;in;2725808185;1661360032259411969;BangHendraAhmad;https://twitter.com/BangHendraAhmad/status/1661412069403664384
Wed May 24 15:38:28 +0000 2023;1661396254201630720;"@NasDem ...kan Ahok yg membangun MRT dan LRT,kemudian mulai merencanakan integrasi transportasi.Ahok pula yg mulai melakukan pembaharuan alat2 transportasi biar nyaman.Dan memberikan tiket murah terusan bg pengguna TransJakarta.Anies cuma menamainya saja jd Jaklingko.Begitupun Jakgrosir";0;0;0;0;in;93704312;1661360032259411969;teodorikgultom;https://twitter.com/teodorikgultom/status/1661396254201630720
Wed May 24 15:28:15 +0000 2023;1661393679473410048;"@glekglek_haus Hai Kak. Mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi : 📱 (Whatsapp) : 0812-6000-1440 ☎️ (Phone) : 021-29223034 📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^WY";0;0;0;0;in;104556071;1661369098935099393;PT_Transjakarta;https://twitter.com/PT_Transjakarta/status/1661393679473410048
Wed May 24 14:36:51 +0000 2023;1661380745506566150;"@PT_Transjakarta min jak 59 jam 21.15 dari  rawamangun udah gak ada. Katanya jaklingko sampai jam 22.00?";0;2;0;0;in;447854051;1661380745506566150;Jasavideosidang;https://twitter.com/Jasavideosidang/status/1661380745506566150
Wed May 24 14:17:00 +0000 2023;1661375750224728066;"@DenmarkTriads @memefess Kalo aja Pemkot Bekasi revolusioner dan berani benahin transportasi umum di dalkot Bekasi aja dulu, itu potensinya gede bgt, macem JakLingko kalo di Jakarta. Ato Bogor lah kayak yg saya bilang melalui BisKita nya #CMIIW";0;0;0;0;in;1230623036;1661366465365176322;davidhotmarisi;https://twitter.com/davidhotmarisi/status/1661375750224728066
Wed May 24 13:24:41 +0000 2023;1661362584682127360;"Udah bener andelin skema Jaklingko, eh malah merembet ke LRT (yang merugi terus), sama MRT (mahal coyyy). Maksa integrasi malah ngerugiin kwkwkw";0;0;0;1;in;378958897;1661362584682127360;novalkomik;https://twitter.com/novalkomik/status/1661362584682127360
Wed May 24 12:55:03 +0000 2023;1661355125296824324;"@dahhnxikmabah Hai Kak. Mengenai saldo terpotong 2 kali, silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi : 📱 (Whatsapp) : 0812-6000-1440 ☎️ (Phone) : 021-29223034 📩 (Email) : customercare@jaklingkoindonesia.co.id. Terima kasih ^SJ";0;0;0;0;in;104556071;1661337137801990146;PT_Transjakarta;https://twitter.com/PT_Transjakarta/status/1661355125296824324
Wed May 24 12:42:27 +0000 2023;1661351956135432192;"buat driver jaklingko yg tadi, klo ada apk buat rate pelayanan ny mw kasi bintang satuuu👎🏻👎🏻";0;0;0;0;in;1350787968244436993;1661351956135432192;cscrush_;https://twitter.com/cscrush_/status/1661351956135432192
Wed May 24 12:40:35 +0000 2023;1661351485832314883;"@Gus_Raharjo Anies bisa tuh menggratiskan warganya naik angkot Jaklingko dan menggaji Supirnya tiap bulan.  Tapi kenapa Gubernur yg lain ga bisa ya ... ?";0;0;0;0;in;1600527584969707524;1659924074385268741;JaunBEY05;https://twitter.com/JaunBEY05/status/1661351485832314883
Wed May 24 12:21:26 +0000 2023;1661346665390051328;"idup lagi capek²nya, ketawa dikit liat saldo jaklingko gw sisa 5ribu😭😂";0;0;0;0;in;1397394617742495744;1661346665390051328;babyLnewborn;https://twitter.com/babyLnewborn/status/1661346665390051328
Wed May 24 12:03:03 +0000 2023;1661342039676715009;"Gabisa langsung bayar pake QRIS atau QR code apalah gitu. Harus via jaklingko atau tije, di manaaaaaaaaa, udah repot daptar dulu, lemot, servernya eror pula. *nanges*";0;1;0;0;in;70225118;1661341414784139264;ajenglembayung;https://twitter.com/ajenglembayung/status/1661342039676715009
Wed May 24 11:19:15 +0000 2023;1661331019092606977;"@DKIJakarta @PT_Transjakarta @PrasetyoEdi_ @dprddkijakarta @psi_id Bagaimana bisa jaklingko kondisi seperti ini? Halo membahayakan penumpang sekali ya. Mana armada baru nya gaada di launching? Mobil seperti ini sudah selayaknya di ganti. Atur kebijakan saja sulit yak pak pejabat";0;1;0;0;in;354804915;1661330377376686081;DesmonSihaloho;https://twitter.com/DesmonSihaloho/status/1661331019092606977
Wed May 24 11:16:42 +0000 2023;1661330377376686081;"Halo TJ ga responsif yak sm laporan masyarakat? @PT_Transjakarta @DKIJakarta @jokowi @kompascom lihat kondisi jaklingko 80 sudah sangat membahayakan penumpang. GIMANA TJ KEBIJAKAN PEREMAJAAN ARMADA? SANGAT MEMBAHAYAKAN PENUMPANG! @NarasiNewsroom @dprddkijakarta @PrasetyoEdi_ https://t.co/WAsvzxiPhg";0;4;0;0;in;354804915;1661330377376686081;DesmonSihaloho;https://twitter.com/DesmonSihaloho/status/1661330377376686081
Wed May 24 11:15:49 +0000 2023;1661330153841254401;"@shadypie_ Jaklingko dah cik biar bisa naik angkotnya🤣";0;0;0;0;in;123770282;1661157446168248321;Ulfakhoiraikal;https://twitter.com/Ulfakhoiraikal/status/1661330153841254401
Wed May 24 11:08:34 +0000 2023;1661328328593387521;"@JaklingkoID_ halo tim jaklingko mau tanya ..klo cashback dari tarif integrasi akan masuk app di hari ke brp ya? Soalnya saya cek blm masuk di app";0;2;0;0;in;228267636;1661328328593387521;morecaffeins;https://twitter.com/morecaffeins/status/1661328328593387521
Wed May 24 09:34:41 +0000 2023;1661304701961502721;"manusia² kuat penumpang angkot jaklingko";0;0;0;0;in;1436988200644321282;1661304131104182274;akunbcausyg;https://twitter.com/akunbcausyg/status/1661304701961502721
Wed May 24 09:32:25 +0000 2023;1661304131104182274;"sumpah supir jaklingko mostly ngeselin bgt anjinggg arogan, lo bayangin aja gue mau ditabrak padahal mau nyebrang doang dan gue udah kasih aba² (kendaraan lain disampingnya jg udah berenti). sampe² warga sekitar kaget jg, kalo gue liat platnya udah gue laporin asli.";0;1;0;0;in;1436988200644321282;1661304131104182274;akunbcausyg;https://twitter.com/akunbcausyg/status/1661304131104182274
Wed May 24 09:22:58 +0000 2023;1661301754888351746;"Halo @PT_Transjakarta , angkot #JakLingko no. 44 rute Andara-Lenteng Agung, sopir mobil B 2275 TK koq kasar ya, penumpang minta diturunkan di halte tp dia menjawab dgn tdk sabar "iyaa.. iyaa.. iyaa..." trus maksa mau naikin penumpang lagi, dgn keyakinan bhw komposisi...";0;2;0;1;in;16236027;1661301754888351746;alfanipp;https://twitter.com/alfanipp/status/1661301754888351746
Wed May 24 08:58:15 +0000 2023;1661295535247233029;"@never_alonely Jaklingko di lawan... penguasa jalanan..?? kendaraan ga pake rem?? Serabat serobot... kalau di tegor galakan dia..serasa plat kuning punya Gaye...??  Gw juga sampe jadi korban..";0;0;0;1;in;86898406;1660972178714816513;mr_eKID;https://twitter.com/mr_eKID/status/1661295535247233029
